,property-location,h-beds,h-baths,info-row price
1099,  Ridgeways, 5, 2,"KES 100,000 per month"
1100,"  Lavington, Dagoretti North", 3, 4,"KES 260,000 per month"
1101,"  Link Road, Karen, Langata", 4, 3,"KES 110,000 per month"
1102,"  Off Convent Drive, Lavington, Dagoretti North", 5, 2,"KES 220,000 per month"
1103,"  Karen, Langata", 2, 2,"KES 200,000 per month"
1104,"  Karen, Langata", 6, 5,"KES 330,000 per month"
1105,"  Lavington, Dagoretti North", 4, 2,"KES 250,000 per month"
1106,"  Karen, Langata", 4, 2,"KES 450,000 per month"
1107,"  Kilimani, Dagoretti North", 3, 2,"KES 150,000 per month"
1108,  Kiambu Road, 4, 3,"KES 250,000 per month"
1109,  Kiambu Road, 5, 4,"KES 250,000 per month"
1110,"  General Mathenge, Westlands", 2, 2,"KES 135,000 per month"
1111,"  Valley Arcade, Dagoretti North", 4, 4,"KES 140,000 per month"
1112,"  Lavington, Dagoretti North", 4, 1,"KES 220,000 per month"
1113,"  Hendred Road, Lavington, Dagoretti North", 5, 3,"KES 400,000 per month"
1114,"  Lavington, Dagoretti North", 2, 4,"KES 220,000 per month"
1115,"  Waiyaki Way, Westlands", 4, 3,"KES 175,000 per month"
1116,"  Miotoni Road, Karen, Langata", 4, 2,"KES 300,000 per month"
1117,"  Kitisuru, Westlands", 4, 2,"KES 200,000 per month"
1118,"  Runda, Westlands", 3, 4,"KES 350,000 per month"
1119,"  Lavington, Dagoretti North", 3, 2,"KES 80,000 per month"
1120,"  Lenana Road, Kilimani, Dagoretti North", 4, 4,"KES 100,000 per month"
1121,"  Runda, Westlands", 4, 3,"KES 200,000 per month"
1122,  Kiambu Road, 5, 5,"KES 75,000 per month"
1123,"  Kilimani, Dagoretti North", 2, 4,"KES 165,000 per month"
1124,"  Langata South Road, Karen, Langata", 4, 4,"KES 230,000 per month"
1125,"  Lavington, Dagoretti North", 4, 4,"KES 170,000 per month"
1126,"  Runda, Westlands", 5, 3,"KES 350,000 per month"
1127,"  Mukinduri Road, Karen, Langata", 3, 5,"KES 230,000 per month"
1128,"  Kileleshwa, Dagoretti North", 1, 5,"KES 85,000 per month"
1129,"  State House, Dagoretti North", 4, 3,"KES 150,000 per month"
1130,"  Masanduku Lane, Lavington, Dagoretti North", 3, 3,"KES 150,000 per month"
1131,"  14 Riverside Drive, Riverside, Westlands", 5, 3,"KES 261,000 per month"
1132,"  Lavington, Dagoretti North", 3, 3,"KES 85,000 per month"
1133,"  Lavington, Dagoretti North", 5, 6,"KES 315,000 per month"
1134,"  General Mathenge Road, Karura, Westlands", 4, 2,"KES 120,000 per month"
1135,"  Valley Arcade, Lavington, Dagoretti North", 4, 4,"KES 80,000 per month"
1136,  Kiambu Road, 4, 3,"KES 45,000 per month"
1137,"  Runda, Westlands", 4, 3,"KES 300,000 per month"
1138,"  Evergreen, Runda, Westlands", 2, 6,"KES 300,000 per month"
1139,"  Runda, Westlands", 2, 2,"KES 260,000 per month"
1140,"  Runda, Westlands", 4, 2,"KES 400,000 per month"
1141,"  Lavington, Dagoretti North", 5, 5,"KES 200,000 per month"
1142,"  Karen, Langata", 5, 4,"KES 120,000 per month"
1143,  Ridgeways, 3, 2,"KES 250,000 per month"
1144,"  Kilimani, Dagoretti North", 4, 2,"KES 160,000 per month"
1145,"  Brookside, Westlands", 5, 1,"KES 130,000 per month"
1146,"  Lavington, Dagoretti North", 4, 5,"KES 90,000 per month"
1147,"  Spring Valley, Westlands", 3, 5,"KES 250,000 per month"
1148,"  Eldama Ravine Road, Parklands, Westlands", 4, 1,"KES 200,000 per month"
1149,"  Mokoyet Road, Karen, Langata", 3, 4,"KES 80,000 per month"
1150,"  Karen, Langata", 4, 4,"KES 200,000 per month"
1151,"  Runda, Westlands", 4, 5,"KES 310,000 per month"
1152,"  Brookside Drie, Karura, Westlands", 4, 3,"KES 180,000 per month"
1153,"  Garden Estate, Ridgeways", 4, 3,"KES 200,000 per month"
1154,"  Langata Road, Karen, Langata", 4, 2,"KES 250,000 per month"
1155,"  Masanduku Lane, Lavington, Dagoretti North", 4, 5,"KES 190,000 per month"
1156,"  Miotoni, Karen, Langata", 4, 4,"KES 280,000 per month"
1157,"  North Muthaiga, Muthaiga", 2, 1,"KES 230,000 per month"
1158,"  Lavington, Dagoretti North", 4, 2,"KES 200,000 per month"
1159,"  Marist Lane, Karen, Langata", 4, 5,"KES 80,000 per month"
1160,"  Near Hub Mall, Karen, Langata", 5, 4,"KES 280,000 per month"
1161,"  Lavington, Dagoretti North", 4, 3,"KES 350,000 per month"
1162,"  Lavington, Dagoretti North", 4, 3,"KES 190,000 per month"
1163,"  Riverside, Westlands", 2, 2,"KES 180,000 per month"
1164,"  Riara Road, Dagoretti North", 4, 5,"KES 110,000 per month"
1165,"  Lavington, Dagoretti North", 2, 4,"KES 300,000 per month"
1166,"  Lavington, Dagoretti North", 1, 2,"KES 300,000 per month"
1167,  Ridgeways, 5, 2,"KES 45,000 per month"
1168,"  Hurlingham, Dagoretti North", 5, 1,"KES 70,000 per month"
1169,"  Lavington, Dagoretti North", 2, 4,"KES 400,000 per month"
1170,"  Lavington, Dagoretti North", 2, 6,"KES 65,000 per month"
1171,"  Clay City, Kasarani", 4, 5,"KES 40,000 per month"
1172,"  Brookside Drive, Brookside, Westlands", 3, 3,"KES 135,000 per month"
1173,"  Muthithi Road - Westlands , Parklands, Westlands", 3, 1,"KES 156,000 per month"
1174,  Kiambu Road, 5, 2,"KES 150,000 per month"
1175,  Ridgeways, 3, 2,"KES 400,000 per month"
1176,"  Kencom Homes, Kiambu Road", 2, 2,"KES 165,000 per month"
1177,"  Five Star Meadows, Kiambu Road", 5, 2,"KES 150,000 per month"
1178,  Kiambu Road, 4, 3,"KES 150,000 per month"
1179,  Kiambu Road, 4, 3,"KES 110,000 per month"
1180,"  Kangemi, Westlands", 6, 1,"KES 140,000 per month"
1181,"  Lower Kabete, Westlands", 3, 2,"KES 280,000 per month"
1182,"  Near Karen Shopping Centre, Karen, Langata", 4, 8,"KES 250,000 per month"
1183,"  Lavington, Dagoretti North", 2, 3,"KES 250,000 per month"
1184,"  Westlands Area, Westlands", 12, 1,"KES 140,000 per month"
1185,"  Kileleshwa, Dagoretti North", 2, 2,"KES 250,000 per month"
1186,  Kiambu Road, 2, 1,"KES 90,000 per month"
1187,"  Waiyaki Way, Westlands Area, Westlands", 4, 1,"KES 1,217,105 per month"
1188,"  Mumwe Gardens, Runda, Westlands", 4, 6,"KES 250,000 per month"
1189,  Ngong Road, 4, 4,"KES 690,000 per month"
1190,"  Kiambu Road, Runda, Westlands", 4, 2,"KES 120,000 per month"
1191,"  Kilimani, Dagoretti North", 4, 1,"KES 180,000 per month"
1192,"  General Mathenge, Westlands", 4, 2,"KES 225,000 per month"
1193,"  Kitisuru Off Peponi Rd , Kitisuru, Westlands", 2, 4,"KES 240,000 per month"
1194,"  Loresho, Westlands", 3, 2,"KES 250,000 per month"
1195,"  Karen, Langata", 3, 2,"KES 180,000 per month"
1196,"  Kitisuru, Westlands", 3, 4,"KES 450,000 per month"
1197,"  Loresho, Westlands", 4, 3,"KES 130,000 per month"
1198,"  Nyari, Westlands", 1, 3,"KES 250,000 per month"
1199,"  Naivasha Road, Dagoretti North", 4, 2,"KES 50,000 per month"
1200,"  Lavington, Dagoretti North", 2, 4,"KES 210,000 per month"
1201,"  Arwings Kodhek Rd, Lavington, Dagoretti North", 5, 2,"KES 160,000 per month"
1202,"  Lavington, Dagoretti North", 4, 6,"KES 250,000 per month"
1203,"  Lavington, Dagoretti North", 1, 3,"KES 280,000 per month"
1204,"  Lavington, Dagoretti North", 3, 2,"KES 120,000 per month"
1205,"  Hill View, Westlands", 4, 3,"KES 300,000 per month"
1206,"  Ring Road, Westlands Area, Westlands", 5, 3,"KES 238,550 per month"
1207,"  Karen Road, Karen, Langata", 5, 5,"KES 350,000 per month"
1208,"  Gitanga Road, Lavington, Dagoretti North", 2, 5,"KES 200,000 per month"
1209,"  Lavington, Dagoretti North", 4, 2,"KES 200,000 per month"
1210,"  Lower Kabete, Westlands", 4, 2,"KES 220,000 per month"
1211,"  Southlands, Langata", 6, 4,"KES 100,000 per month"
1212,"  Riverside, Westlands", 1, 1,"KES 270,000 per month"
1213,"  Kileleshwa, Dagoretti North", 4, 1,"KES 120,000 per month"
1214,"  Runda, Westlands", 2, 2,"KES 250,000 per month"
1215,"  Kilimani, Dagoretti North", 3, 4,"KES 165,000 per month"
1216,"  Lavington, Dagoretti North", 1, 5,"KES 150,000 per month"
1217,"  Ngong Road, Karen, Langata", 5, 3,"KES 80,000 per month"
1218,"  Off Un Avenue, Gigiri, Westlands", 4, 4,"KES 250,000 per month"
1219,"  Riverside, Westlands", 2, 2,"KES 270,000 per month"
1220,"  Muthangari Road, Lavington, Dagoretti North", 3, 2,"KES 130,000 per month"
1221,"  Rhapta Road, Westlands", 6, 2,"KES 120,000 per month"
1222,"  Rhapta Road, Westlands", 4, 3,"KES 220,000 per month"
1223,  Ridgeways, 3, 1,"KES 250,000 per month"
1224,"  Peponi Road, Kitisuru, Westlands", 5, 2,"KES 300,000 per month"
1225,"  Kaputei Gardens, Kileleshwa, Dagoretti North", 4, 4,"KES 260,000 per month"
1226,"  Langata Area, Langata", 4, 3,"KES 90,000 per month"
1227,"  Runda, Westlands", 5, 4,"KES 350,000 per month"
1228,"  Garden Estate, Roysambu", 4, 3,"KES 140,000 per month"
1229,"  Runda, Westlands", 4, 2,"KES 300,000 per month"
1230,"  Karen Road, Karen, Langata", 2, 3,"KES 90,000 per month"
1231,  Ridgeways, 4, 2,"KES 50,000 per month"
1232,"  Waiyaki Way, Westlands Area, Westlands", 4, 4,"KES 25,000 per month"
1233,"  Kitisuru Rigde, Kitisuru, Westlands", 4, 4,"KES 220,000 per month"
1234,"  Buruburu, Embakasi North", 1, 1,"KES 45,000 per month"
1235,"  Mpaka Road - Westlands , Westlands Area, Westlands", 10, 4,"KES 232,500 per month"
1236,"  Runda, Westlands", 3, 1,"KES 600,000 per month"
1237,"  Kilimani, Dagoretti North", 1, 2,"KES 170,000 per month"
1238,"  United Nations Crescent, Gigiri, Nairobi, Gigiri, Westlands", 1, 2,"KES 325,000 per month"
1239,"  General Mathenge, Westlands", 3, 1,"KES 250,000 per month"
1240,"  Kilimani, Dagoretti North", 3, 2,"KES 300,000 per month"
1241,"  Kitisuru, Westlands", 3, 2,"KES 300,000 per month"
1242,  Kiambu Road, 5, 4,"KES 130,000 per month"
1243,  Kiambu Road, 3, 2,"KES 350,000 per month"
1244,"  Thigiri, Westlands", 1, 2,"KES 300,000 per month"
1245,"  Madaraka, Langata", 4, 4,"KES 40,000 per month"
1246,"  Waiyaki Way, Westlands", 4, 4,"KES 120,000 per month"
1247,"  Lower Kabete, Westlands", 4, 6,"KES 330,000 per month"
1248,"  Peponi Road, Kitisuru, Westlands", 4, 3,"KES 250,000 per month"
1249,"  Spring Valley, Westlands", 3, 4,"KES 1,000,000 per month"
1250,"  Langata Area, Langata", 2, 3,"KES 100,000 per month"
1251,  Kiambu Road, 4, 2,"KES 90,000 per month"
1252,"  Nyari, Westlands", 1, 6,"KES 500,000 per month"
1253,"  Edenville Off Kiambu Rd , Kiambu Road", 3, 1,"KES 90,000 per month"
1254,"  Baba Dogo Road - Ruaraka , Ruaraka", 3, 4,"KES 220,000 per month"
1255,"  Lavington, Dagoretti North", 3, 2,"KES 110,000 per month"
1256,"  Kyuna, Westlands", 5, 5,"KES 190,000 per month"
1257,"  Riara Road, Dagoretti North", 2, 1,"KES 180,000 per month"
1258,  Kiambu Road, 3, 1,"KES 150,000 per month"
1259,"  Enterprise Road - Industrial Area , Industrial Area, Embakasi North", 3, 4,"KES 370,000 per month"
1260,"  Likoni Road - Industrial Area , Industrial Area, Embakasi North", 3, 2,"KES 1,960,000 per month"
1261,"  Kiungani Road - Off Mombasa Road , Mombasa Road", 4, 3,"KES 240,000 per month"
1262,"  Spring Valley, Westlands", 4, 4,"KES 250,000 per month"
1263,"  Icd Road - Off Mombasa Road , Mombasa Road", 1, 3,"KES 382,500 per month"
1264,  Mombasa Road, 4, 3,"KES 321,480 per month"
1265,  Mombasa Road, 3, 2,"KES 400,000 per month"
1266,"  Icd Road - Off Mombasa Road , Mombasa Road", 3, 3,"KES 297,528 per month"
1267,"  Kileleshwa, Dagoretti North", 4, 4,"KES 170,000 per month"
1268,"  Spring Valley, Westlands", 3, 5,"KES 300,000 per month"
1269,"  Westlands Area, Westlands", 2, 2,"KES 600,000 per month"
1270,  Kiambu Road, 2, 3,"KES 160,000 per month"
1271,  Kiambu Road, 5, 4,"KES 110,000 per month"
1272,"  Loresho Crescent, Loresho, Westlands", 5, 5,"KES 210,000 per month"
1273,"  Kileleshwa, Dagoretti North", 3, 3,"KES 65,000 per month"
1274,"  General Mathenge, Westlands", 3, 3,"KES 185,000 per month"
1275,"  Rosslyn, Westlands", 5, 4,"KES 300,000 per month"
1276,"  Rosslyn, Westlands", 3, 4,"KES 350,000 per month"
1277,"  Parklands, Westlands", 4, 5,"KES 676,200 per month"
1278,  Kiambu Road, 2, 5,"KES 90,000 per month"
1279,  Thika Road, 2, 3,"KES 175,000 per month"
1280,"  Kilimani, Dagoretti North", 3, 2,"KES 387,500 per month"
1281,"  North Airport Road, Mombasa Road", 3, 4,"KES 192,000 per month"
1282,"  Kangemi, Westlands", 3, 3,"KES 100,000 per month"
1283,"  Lavington, Dagoretti North", 3, 5,"KES 195,000 per month"
1284,"  General Mathenge Road, General Mathenge, Westlands", 4, 4,"KES 120,000 per month"
1285,"  Karen Dagoretti Rd, Karen, Langata", 4, 4,"KES 40,000 per month"
1286,"  Lavington, Dagoretti North", 2, 5,"KES 400,000 per month"
1287,"  Lower Kabete, Westlands", 3, 6,"KES 550,000 per month"
1288,"  Karen, Langata", 2, 1,"KES 50,000 per month"
1289,"  Riverside Drive, Riverside, Westlands", 4, 4,"KES 38,000 per month"
1290,"  Parklands, Westlands", 3, 4,"KES 120,000 per month"
1291,"  Valley Arcade, Dagoretti North", 3, 2,"KES 100,000 per month"
1292,  Kiambu Road, 3, 4,"KES 110,000 per month"
1293,"  Gigiri, Westlands", 4, 5,"KES 350,000 per month"
1294,"  Riverside, Westlands", 4, 4,"KES 250,000 per month"
1295,"  Grand Riverside Apartment , Riverside, Westlands", 3, 3,"KES 100,000 per month"
1296,  Ngong Road, 5, 6,"KES 165,400 per month"
1297,"  Garden Estate, Roysambu", 3, 5,"KES 250,000 per month"
1298,"  Lavington, Dagoretti North", 3, 2,"KES 280,000 per month"
1299,"  Kileleshwa, Dagoretti North", 3, 3,"KES 160,000 per month"
1300,"  Gigiri, Westlands", 2, 2,"KES 800,000 per month"
1301,"  Nyari, Westlands", 3, 3,"KES 450,000 per month"
1302,"  3Rd Parklands, Parklands, Westlands", 5, 4,"KES 250,000 per month"
1303,"  Brookside, Westlands", 3, 4,"KES 150,000 per month"
1304,"  Red Hill Road, Rosslyn, Westlands", 1, 2,"KES 330,000 per month"
1305,"  Madaraka, Langata", 4, 1,"KES 51,000 per month"
1306,"  Lavington, Dagoretti North", 3, 3,"KES 600,000 per month"
1307,"  Nyari, Westlands", 4, 3,"KES 75,000 per month"
1308,"  South B, Langata", 4, 4,"KES 55,000 per month"
1309,"  Valley Arcade, Dagoretti North", 4, 4,"KES 140,000 per month"
1310,  Kiambu Road, 4, 5,"KES 165,000 per month"
1311,  Kiambu Road, 3, 2,"KES 165,000 per month"
1312,  Kiambu Road, 1, 2,"KES 150,000 per month"
1313,"  Kilimani, Dagoretti North", 1, 2,"KES 220,000 per month"
1314,  Kiambu Road, 2, 4,"KES 90,000 per month"
1315,"  Kileleshwa, Dagoretti North", 4, 2,"KES 150,000 per month"
1316,"  Kileleshwa, Dagoretti North", 5, 2,"KES 200,000 per month"
1317,"  Riverside, Westlands", 4, 4,"KES 140,000 per month"
1318,"  Spring Valley, Westlands", 4, 3,"KES 135,000 per month"
1319,"  Kitisuru, Westlands", 4, 6,"KES 220,000 per month"
1320,"  Roysambu Area, Roysambu", 2, 3,"KES 17,500 per month"
1321,"  Lenana Road, Kilimani, Dagoretti North", 4, 3,"KES 220,000 per month"
1322,"  Industrial Area, Embakasi North", 6, 2,"KES 350,000 per month"
1323,"  Kilimani, Dagoretti North", 3, 2,"KES 150,000 per month"
1324,"  Kilimani, Dagoretti North", 3, 6,"KES 225,000 per month"
1325,"  Located Off Mombasa Road, Near City Cabanas, Mombasa Road", 2, 5,"KES 210,000 per month"
1326,  Mombasa Road, 2, 4,"KES 300,000 per month"
1327,  Mombasa Road, 1, 2,"KES 1,960,200 per month"
1328,  Kiambu Road, 5, 4,"KES 99,000 per month"
1329,"  Bogani, Karen, Langata", 3, 4,"KES 45,000 per month"
1330,  Mombasa Road, 1, 5,"KES 388,500 per month"
1331,  Mombasa Road, 1, 1,"KES 300,000 per month"
1332,"  Embakasi, Embakasi East", 2, 1,"KES 35,000 per month"
1333,  Mombasa Road, 2, 4,"KES 250,000 per month"
1334,"  Kileleshwa, Dagoretti North", 1, 4,KES 130 per month
1335,"  Riverside, Westlands", 1, 4,"KES 350,000 per month"
1336,"  Industrial Area, Embakasi North", 2, 3,"KES 254,100 per month"
1337,"  Industrial Area, Embakasi North", 2, 1,"KES 484,008 per month"
1338,"  Industrial Area, Embakasi North", 3, 4,"KES 297,500 per month"
1339,"  Industrial Area, Embakasi North", 3, 1,"KES 389,895 per month"
1340,"  Gigiri, Westlands", 1, 2,"KES 450,000 per month"
1341,"  Ojijo, Parklands, Westlands", 5, 2,"KES 85,000 per month"
1342,"  Kilimani, Dagoretti North", 1, 1,"KES 550,000 per month"
1343,"  General Mathenge, Westlands", 3, 2,"KES 225,000 per month"
1344,"  Riverside Park, Riverside, Westlands", 4, 1,"KES 283,000 per month"
1345,"  Thigiri, Westlands", 2, 3,"KES 600,000 per month"
1346,  Ridgeways, 3, 1,"KES 140,000 per month"
1347,"  South B, Langata", 2, 1,"KES 30,500 per month"
1348,"  Runda, Westlands", 4, 1,"KES 180,000 per month"
1349,"  Kahawa Sukari, Roysambu", 4, 2,"KES 23,000 per month"
1350,"  Brookside Drive , Westlands Area, Westlands", 4, 2,"KES 100,000 per month"
1351,"  Karen, Langata", 5, 2,"KES 25,000 per month"
1352,"  Kamburu Drive, Hurlingham, Dagoretti North", 4, 2,"KES 80,000 per month"
1353,"  Embakasi, Pipeline, Embakasi South", 4, 6,"KES 254,100 per month"
1354,"  Waiyaki Way, Westlands", 5, 5,"KES 456,250 per month"
1355,"  Two Rivers, Runda, Westlands", 3, 5,"KES 100,000 per month"
1356,"  Coffee Garden Drive, North Muthaiga, Muthaiga", 2, 2,"KES 275,000 per month"
1357,"  Riverside, Westlands", 3, 5,"KES 400,000 per month"
1358,"  Kileleshwa, Dagoretti North", 3, 3,"KES 95,000 per month"
1359,"  Kilimani, Dagoretti North", 1, 3,"KES 220,000 per month"
1360,"  Runda, Westlands", 3, 1,"KES 450,000 per month"
1361,"  Grevillea Grove, Westlands Area, Westlands", 5, 5,"KES 240,000 per month"
1362,"  Parklands, Westlands", 2, 1,"KES 180,000 per month"
1363,"  Upper Hill, Langata", 3, 3,"KES 180,000 per month"
1364,"  Lavington, Dagoretti North", 2, 4,"KES 120,000 per month"
1365,"  Argwings Kodhek Groove, Hurlingham, Dagoretti North", 3, 1,"KES 18,700 per month"
1366,"  Lower Kabete, Westlands", 5, 2,"KES 450,000 per month"
1367,"  Brookside, Westlands", 5, 5,"KES 300,000 per month"
1368,  Mombasa Road, 8, 2,"KES 240,000 per month"
1369,"  Ndoto Lane, Lavington, Dagoretti North", 6, 4,"KES 340,000 per month"
1370,"  Miotoni Road, Karen, Langata", 5, 1,"KES 350,000 per month"
1371,"  Westlands Area, Westlands", 3, 4,"KES 95,000 per month"
1372,"  Loresho Ridge Estate, Nairobi, Loresho, Westlands", 3, 2,"KES 160,000 per month"
1373,"  Runda, Westlands", 4, 3,"KES 330,000 per month"
1374,"  Waiyaki Way, Westlands", 5, 2,"KES 240,000 per month"
1375,"  Industrial Area, Embakasi North", 6, 3,"KES 350,000 per month"
1376,"  Industrial Area, Embakasi North", 2, 3,"KES 485,814 per month"
1377,  Mombasa Road, 7, 3,KES 43 per month
1378,"  Shanzu Road, Spring Valley, Westlands", 2, 4,"KES 240,000 per month"
1379,"  Waiyaki Way, Westlands", 4, 3,"KES 276,000 per month"
1380,"  Ndege Road, Karen, Langata", 3, 2,"KES 300,000 per month"
1381,"  Brookside, Westlands", 2, 2,"KES 150,000 per month"
1382,"  Kilimani, Dagoretti North", 3, 3,"KES 113,120 per month"
1383,"  Runda, Westlands", 3, 2,"KES 110,000 per month"
1384,  Mombasa Road, 2, 1,"KES 262,140 per month"
1385,"  Karen, Langata", 2, 3,"KES 100,000 per month"
1386,"  Lavington, Dagoretti North", 4, 3,"KES 350,000 per month"
1387,"  Kileleshwa, Dagoretti North", 4, 3,"KES 100,000 per month"
1388,"  Darajani, Naivasha Road, Dagoretti North", 3, 3,"KES 13,000 per month"
1389,"  Kileleshwa, Dagoretti North", 3, 3,"KES 150,000 per month"
1390,"  Mombasa Rd, Mombasa Road", 3, 4,"KES 96,059 per month"
1391,"  Riverside, Westlands", 3, 2,"KES 170,000 per month"
1392,"  Kyuna, Westlands", 3, 3,"KES 340,000 per month"
1393,"  Kyuna, Westlands", 1, 5,"KES 200,000 per month"
1394,"  Bridgeview Park Apartments, Kapenguria Road, Nairobi, Loresho, Westlands", 5, 6,"KES 65,000 per month"
1395,"  Westlands Area, Westlands", 3, 3,"KES 70,000 per month"
1396,"  Kilimani, Dagoretti North", 4, 3,"KES 140,000 per month"
1397,"  Nandi Road, Karen, Langata", 3, 2,"KES 300,000 per month"
1398,"  Lavington, Dagoretti North", 2, 3,"KES 330,000 per month"
1399,"  Westlands Area, Westlands", 2, 4,"KES 220,000 per month"
1400,"  Upper Hill, Langata", 5, 4,"KES 80,000 per month"
1401,"  Grevillea Grove, Spring Valley, Westlands", 4, 2,"KES 230,000 per month"
1402,"  Industrial Area, Embakasi North", 4, 2,"KES 200,000 per month"
1403,"  Lavington, Dagoretti North", 2, 3,"KES 250,000 per month"
1404,"  Westlands Area, Westlands", 2, 3,"KES 200,000 per month"
1405,"  Parklands, Westlands", 4, 3,"KES 105,000 per month"
1406,"  Kilimani, Dagoretti North", 4, 4,"KES 130,000 per month"
1407,"  Kilimani, Dagoretti North", 1, 3,"KES 130,000 per month"
1408,"  Miotoni Road, Karen, Langata", 3, 3,"KES 250,000 per month"
1409,"  Mpaka Road, Westlands Area, Westlands", 2, 3,"KES 140,000 per month"
1410,"  Kilimani, Dagoretti North", 2, 2,"KES 130,000 per month"
1411,"  Parklands, Westlands", 3, 2,"KES 250,000 per month"
1412,"  Riverside, Westlands", 5, 4,"KES 230,000 per month"
1413,  Kiambu Road, 3, 3,"KES 110,000 per month"
1414,"  Fourways Junction, Kiambu Road", 3, 2,"KES 85,000 per month"
1415,  Ngong Road, 2, 2,"KES 27,000 per month"
1416,"  19 Robins Drive, Nairobi, Nyari, Westlands", 4, 2,"KES 400,000 per month"
1417,"  Brookside Drive, Brookside, Westlands", 3, 4,"KES 150,000 per month"
1418,"  Delta Plains Along Mombasa Road, Mombasa Road", 3, 1,"KES 50,000 per month"
1419,"  Ngong View, Karen, Langata", 4, 2,"KES 270,000 per month"
1420,"  Upper Hill, Langata", 2, 2,"KES 90,000 per month"
1421,"  Lenana Road, Kilimani, Dagoretti North", 3, 3,"KES 88,000 per month"
1422,  Thika Road, 3, 1,"KES 85,000 per month"
1423,"  Amboseli Road, Lavington, Dagoretti North", 5, 5,"KES 250,000 per month"
1424,"  Kerarapon Road, Karen, Langata", 4, 4,"KES 200,000 per month"
1425,"  Tigoni Road Opp Royal Tulips Hotel, Kilimani, Dagoretti North", 3, 3,"KES 75,000 per month"
1426,"  Kilimani, Dagoretti North", 1, 3,"KES 100,000 per month"
1427,"  Mimosa, Runda, Westlands", 4, 1,"KES 350,000 per month"
1428,"  Kilimani, Dagoretti North", 5, 4,"KES 110,000 per month"
1429,"  Two Rivers, Limuru Road, Runda, Runda, Westlands", 3, 3,"KES 3,900,000 per month"
1430,"  Miotoni Karen, Karen, Langata", 3, 5,"KES 250,000 per month"
1431,"  Westlands Near Sarit , Westlands Area, Westlands", 3, 4,"KES 70,000 per month"
1432,"  Karen, Langata", 4, 4,"KES 170,000 per month"
1433,  Mombasa Road, 2, 5,"KES 250,000 per month"
1434,"  Kilimani, Dagoretti North", 4, 3,"KES 85,000 per month"
1435,"  Valley Arcade, Dagoretti North", 3, 3,"KES 80,000 per month"
1436,"  Riverside, Westlands", 4, 4,"KES 150,000 per month"
1437,  Mombasa Road, 4, 4,"KES 150,000 per month"
1438,"  Industrial Area, Embakasi North", 2, 3,"KES 250,000 per month"
1439,"  Kilimani, Dagoretti North", 5, 4,"KES 100,000 per month"
1440,"  Whispers Near Unep, Westlands Area, Westlands", 5, 3,"KES 210,000 per month"
1441,"  Karen, Langata", 5, 2,"KES 160,000 per month"
1442,"  Kiambu Road, Ridgeways", 4, 4,"KES 135,000 per month"
1443,"  Kileleshwa, Dagoretti North", 1, 3,"KES 500,000 per month"
1444,"  Westlands Riverside, Westlands Area, Westlands", 5, 4,"KES 105,000 per month"
1445,"  Off Bogani, Karen, Langata", 3, 4,"KES 220,000 per month"
1446,"  Riverside Apartments, Lavington, Dagoretti North", 5, 3,"KES 105,000 per month"
1447,"  Parklands, Westlands", 2, 2,"KES 110,000 per month"
1448,"  Riverside, Westlands", 2, 3,"KES 140,000 per month"
1449,"  Parklands, Westlands", 3, 3,"KES 350,000 per month"
1450,  Mombasa Road, 4, 6,"KES 40,820 per month"
1451,"  Rhapta Road, Westlands", 4, 6,"KES 120,000 per month"
1452,"  Laikipia Road, Kileleshwa, Dagoretti North", 4, 2,"KES 180,000 per month"
1453,"  Westlands General Mathenge, Spring Valley, Westlands", 4, 2,"KES 200,000 per month"
1454,"  Karen Shopping Center , Karen, Langata", 5, 3,"KES 80,000 per month"
1455,  Mombasa Road, 3, 2,"KES 200,000 per month"
1456,"  Kileleshwa, Dagoretti North", 4, 2,"KES 130,000 per month"
1457,"  Lavington, Dagoretti North", 5, 3,"KES 250,000 per month"
1458,"  Industrial Area, Embakasi North", 3, 4,"KES 247,500 per month"
1459,"  Kilimani, Off Riara Road, Kilimani, Dagoretti North", 3, 5,"KES 110,000 per month"
1460,  Mombasa Road, 5, 3,"KES 819,000 per month"
1461,  Thika Road, 4, 4,"KES 35,000 per month"
1462,"  Ole Dume , Lavington, Dagoretti North", 4, 5,"KES 100,000 per month"
1463,"  City Park Drive, Parklands, Westlands", 3, 2,"KES 101,000 per month"
1464,"  Tausi Road - Off Muthithi Road - Westlands , Westlands Area, Westlands", 4, 3,"KES 75,000 per month"
1465,"  Waiyaki Way, Westlands", 1, 4,"KES 95,000 per month"
1466,  Kiambu Road, 4, 2,"KES 90,000 per month"
1467,"  Lavington, Dagoretti North", 4, 4,"KES 350,000 per month"
1468,"  Westlands Area, Westlands", 2, 2,"KES 250,000 per month"
1469,"  Kilimani, Dagoretti North", 2, 3,"KES 110,000 per month"
1470,"  Lavington, Dagoretti North", 3, 3,"KES 350,000 per month"
1471,"  Kileleshwa, Dagoretti North", 3, 2,"KES 100,000 per month"
1472,"  Lavington, Dagoretti North", 1, 2,"KES 500,000 per month"
1473,"  Othaya Road, Lavington, Dagoretti North", 3, 2,"KES 160,000 per month"
1474,"  Loresho Ridge , Kitisuru, Westlands", 5, 2,"KES 150,000 per month"
1475,"  Kitisuru, Westlands", 2, 2,"KES 250,000 per month"
1476,"  Munyaka Road, Nyari, Westlands", 2, 1,"KES 250,000 per month"
1477,"  Parklands, Westlands", 3, 3,"KES 92,000 per month"
